Traffic Report ID,Published Date,Issue Reported,Location,Latitude,Longitude,Address,Status,Status Date
C71CC62930CF523FCF54EFD029485F66FA5D839A_1508933098000,10/25/2017 12:04:00 PM +0000,Crash Service,"(30.364726,-97.696078)",30.364726,-97.696078,9504 N Lamar Blvd,ARCHIVED,10/25/2017 04:45:00 PM +0000
A1EB7CE1B3132D269F15ACD9C978C481C9389506_1597803619,08/19/2020 02:20:19 AM +0000,Traffic Hazard,"(30.22384,-97.747133)",30.223840000000003,-97.74713299999999,3000-3500 S Ih 35 Sb,ARCHIVED,08/19/2020 03:10:04 AM +0000
C30635FB61378918AC1A7C5FEB2A819A5A6BCFAC_1514577871000,12/29/2017 08:04:00 PM +0000,Crash Urgent,"(30.195069,-97.758141)",30.195069,-97.75814100000001,2005 E STASSNEY LN,ARCHIVED,12/29/2017 09:20:00 PM +0000
F3341DBCDDA605B1601524B0D01655750CC60E0D_1578957251,01/13/2020 11:14:11 PM +0000,Crash Urgent,"(30.189261,-97.856961)",30.189261,-97.856961,4103 W SLAUGHTER LN,ARCHIVED,01/14/2020 01:05:03 AM +0000
94FE6A3196C44B2CD7C2EA7776ADD10DEB1FD968_1560047182,06/09/2019 02:26:22 AM +0000,Traffic Hazard,"(30.365337,-97.701614)",30.365337,-97.701614,W Rundberg Ln & Collinfield Dr,ARCHIVED,06/09/2019 11:25:03 AM +0000
DF1FA50C9F190117BEC623D72ED64F655EA0360F_1603228958,10/20/2020 09:22:38 PM +0000,LOOSE LIVESTOCK,"(30.082065,-97.66622)",30.082065000000004,-97.66622,MAHA LOOP RD & SCHRIBER RD,ARCHIVED,10/20/2020 10:00:04 PM +0000
E188F8E43AD281AB31CD9097CAD0BA37487C2899_1520602611000,03/09/2018 01:36:00 PM +0000,COLLISION,"(30.316871,-97.611474)",30.316871000000003,-97.611474,9000-9017 Decker Ln,,03/09/2018 07:40:00 PM +0000
95B6B92A51DFCE3BE7BF3BD8F8BC90E70445D645_1544141999,12/07/2018 12:19:59 AM +0000,zSTALLED VEHICLE,"(30.199811,-97.763531)",30.199810999999997,-97.763531,5600 S Ih 35 Svrd Sb,ARCHIVED,12/07/2018 12:40:03 AM +0000
246D2E34BEDEDFE76E09931A89BF4631F3916827_1624552123,06/24/2021 04:28:43 PM +0000,Traffic Hazard,"(30.213464,-97.720534)",30.213464000000002,-97.720534,4710-5604 E Ben White Blvd Wb,ARCHIVED,06/24/2021 05:10:02 PM +0000
316B44139A9742CFCA5F9C640C47F008F6B73C1B_1597705740,08/17/2020 11:09:00 PM +0000,Traffic Hazard,"(30.222376,-97.838792)",30.222376,-97.838792,4220 W William Cannon Dr,ARCHIVED,08/17/2020 11:55:03 PM +0000
F594216AB73D45120DC603E926DA86C1AE918428_1565622206,08/12/2019 03:03:26 PM +0000,Traffic Hazard,"(30.24025,-97.72704)",30.24025,-97.72704,E Riverside Dr & Burton Dr,ARCHIVED,08/12/2019 03:15:05 PM +0000
B02B25076199964BB7439541DFD797C0397ED4C0_1649330368,04/07/2022 11:19:28 AM +0000,Crash Urgent,"(30.248851,-97.851588)",30.248851000000002,-97.851588,6001-6209 Southwest Pkwy,ARCHIVED,04/07/2022 12:10:03 PM +0000
67469575771DF48906920B2A850CCC7FD96DDD32_1544154256,12/07/2018 03:44:16 AM +0000,Crash Urgent,"(30.403529,-97.716872)",30.403529,-97.716872,11700-11900 Burnet Rd,ARCHIVED,12/07/2018 04:55:03 AM +0000
01EE94B8B3AC84ACBD3A5B852ED4B18846E304CD_1570189185,10/04/2019 11:39:45 AM +0000,Crash Urgent,"(30.237128,-97.686464)",30.237128000000002,-97.686464,500-527 Bastrop Hwy Nb,ARCHIVED,10/04/2019 12:50:04 PM +0000
E9C340478EBB17ED024E217D7013275DE0FABF8A_1539478076,10/14/2018 12:47:56 AM +0000,Crash Urgent,"(30.248028,-97.735759)",30.248028,-97.735759,1100 S IH 35 SVRD SB,ARCHIVED,10/14/2018 01:25:03 AM +0000
4E3BD263528BADFAE62199B6AC5FBE7CB4E81DEC_1652581618,05/15/2022 02:26:58 AM +0000,Crash Urgent,"(30.254511,-97.86562)",30.254510999999997,-97.86561999999999,TECOMA CIR & SOUTHWEST PKWY,ARCHIVED,05/15/2022 04:05:03 AM +0000
9D4EBBA60FD8D43C36E800C3239CECBE9A06419F_1522245660000,03/28/2018 02:01:00 PM +0000,Traffic Impediment,"(30.158514,-97.746106)",30.158514,-97.74610600000001,7844-7867 Thaxton Rd,ARCHIVED,03/28/2018 02:20:00 PM +0000
B0A5BD0C190E9CE1A7B0CF390F1326326830EB7D_1593450845,06/29/2020 05:14:05 PM +0000,TRFC HAZD/ DEBRIS,"(30.445205,-97.667685)",30.445204999999998,-97.66768499999999,15200 N IH 35 SB,ARCHIVED,06/29/2020 05:45:04 PM +0000
1F6AE7AAF57C91EFF8B09946B2FDF0ABD67AC2CF_1647809628,03/20/2022 08:53:48 PM +0000,Traffic Hazard,"(30.242999,-97.762266)",30.242998999999998,-97.762266,2403 Oak Crest Ave,ARCHIVED,03/20/2022 09:00:03 PM +0000
55625EDC17AEA241D22CFA9C01BD7CAB7F616707_1652116179,05/09/2022 05:09:39 PM +0000,COLLISION WITH INJURY,"(30.443859,-97.742349)",30.443859000000003,-97.742349,MC NEIL DR & W PARMER LN,ARCHIVED,05/09/2022 05:20:04 PM +0000
8B89A87165FE948DADEA6360F33A38D217F3D244_1540261671,10/23/2018 02:27:51 AM +0000,Traffic Hazard,"(30.293694,-97.652421)",30.293694,-97.65242099999999,5100-6621 Johnny Morris Rd,ARCHIVED,10/23/2018 02:55:03 AM +0000
112B7848FC02DAFC29E7553C50061468A534AC98_1569412940,09/25/2019 12:02:20 PM +0000,Traffic Hazard,"(30.182873,-97.687638)",30.182872999999997,-97.687638,Burleson Rd & S Us 183 Hwy Nb,ARCHIVED,09/25/2019 12:20:05 PM +0000
AC711C0E8B83BE520E19D176CE432689B1E309DA_1576260376,12/13/2019 06:06:16 PM +0000,Crash Urgent,"(30.465868,-97.804014)",30.465868,-97.804014,10911-10919 Pecan Park Blvd,ARCHIVED,12/13/2019 06:55:03 PM +0000
8FE39CAEAC3A30F1F5D796C87C71D3A53D8E8BCE_1528663375,06/10/2018 08:42:55 PM +0000,Crash Urgent,"(30.253728,-97.808916)",30.253728000000002,-97.808916,2900-3308 S CAPITAL OF TEXAS HWY SB,ARCHIVED,06/10/2018 09:50:03 PM +0000
5F5898E4726001663BA5A126B313B03B1AED3F07_1531404602,07/12/2018 02:10:02 PM +0000,Traffic Impediment,"(30.266418,-97.755457)",30.266417999999998,-97.75545699999999,Sandra Muraida Way & W Cesar Chavez St,ARCHIVED,07/12/2018 02:45:03 PM +0000
0AE5E6B6663E3882CDE21F6F71DBA9BAF5AB9786_1519161503000,02/20/2018 09:18:00 PM +0000,Crash Service,"(30.405086,-97.853305)",30.405085999999997,-97.853305,7301 N Fm 620 Rd,ARCHIVED,02/21/2018 04:55:00 AM +0000
05A5BB2081A861C7BAC6E2F3980CB63D644E17B3_1654455628,06/05/2022 07:00:28 PM +0000,Stalled Vehicle,"(30.236797,-97.686009)",30.236796999999996,-97.686009,Thompson Ln & Bastrop Hwy Nb,ARCHIVED,06/05/2022 07:20:03 PM +0000
8B62E9BF889637023EC40BDA71AD6F24EE443C1A_1605039197,11/10/2020 08:13:17 PM +0000,Stalled Vehicle,"(30.277215,-97.768948)",30.277215,-97.768948,500 N MOPAC EXPY NB,ARCHIVED,11/10/2020 08:50:03 PM +0000
06610FA060E114F26AD7660390D7D9864E0095D8_1516734285000,01/23/2018 07:04:00 PM +0000,Crash Urgent,"(30.361761,-97.716934)",30.361760999999998,-97.716934,8600 RESEARCH BLVD NB,ARCHIVED,01/24/2018 01:40:00 AM +0000
4CA57359F9485DDB7FBBEBCFF2F6CBA35DA7F416_1562852207,07/11/2019 01:36:47 PM +0000,Traffic Hazard,"(30.385016,-97.735336)",30.385015999999997,-97.735336,9600-blk N Mopac Expy Nb,ARCHIVED,07/11/2019 03:25:04 PM +0000
E6BA73DC9533E190C71BFC3877414870457F1533_1546556784,01/03/2019 11:06:24 PM +0000,Crash Service,"(30.249134,-97.767346)",30.249134,-97.76734599999999,2001 S LAMAR BLVD,ARCHIVED,01/04/2019 12:50:04 AM +0000
443233BF934850484D12F21D9603A36EE83D1DFB_1575593226,12/06/2019 12:47:06 AM +0000,Crash Service,"(30.216444,-97.747563)",30.216444,-97.747563,1800-2032 E Ben White Blvd Wb,ARCHIVED,12/06/2019 04:40:04 AM +0000
22578BD38EF7CE8C61CA0F4551751F7E861D015F_1602595909,10/13/2020 01:31:49 PM +0000,Crash Service,"(30.381562,-97.694382)",30.381562,-97.69438199999999,10808 Plains Trl,ARCHIVED,10/13/2020 02:30:03 PM +0000
1F07B56088AEBAD4D7D3F3FA1860D789193298BB_1531147932,07/09/2018 02:52:12 PM +0000,Traffic Hazard,"(30.453022,-97.791313)",30.453021999999997,-97.791313,13700 N US 183 HWY NB,ARCHIVED,07/09/2018 03:25:02 PM +0000
C0AED871BAB88520B7E8F8761F7A4AFB605D5410_1563809481,07/22/2019 03:31:21 PM +0000,Crash Service,"(30.343766,-97.6968)",30.343766,-97.6968,RUTHERFORD LN & N IH 35 SVRD NB,ARCHIVED,07/22/2019 03:40:04 PM +0000
8B2DD04E87577952ED20D966FFB1E252744CDB5F_1517935928000,02/06/2018 04:52:00 PM +0000,Crash Service,"(30.249044,-97.689207)",30.249044,-97.689207,6301 Levander Loop,ARCHIVED,02/06/2018 11:30:00 PM +0000
0C7ACFF6F89BA5F635C6064D60FCD3FB26A6DB6B_1559010501,05/28/2019 02:28:21 AM +0000,Traffic Hazard,"(30.400695,-97.748892)",30.400695000000002,-97.748892,W Braker Ln & Jollyville Rd,ARCHIVED,05/28/2019 03:25:03 AM +0000
0AEBF3A9339A0D976E082525062CB64CFC9BA651_1549314096,02/04/2019 09:01:36 PM +0000,COLLISION,"(30.183236,-97.77559)",30.183235999999997,-97.77559000000001,7300 S IH 35 SB,ARCHIVED,02/04/2019 09:25:03 PM +0000
1D23C8EDF135106A57D7F1694D9C2C7EB67CC326_1648433391,03/28/2022 02:09:51 AM +0000,Stalled Vehicle,"(30.371529,-97.623013)",30.371529,-97.623013,5100 E Parmer Ln,ARCHIVED,03/28/2022 02:35:02 AM +0000
D37DE44396942BA1766014B1C7CD097677F59B17_1626208480,07/13/2021 08:34:40 PM +0000,COLLISION,"(30.192242,-97.924868)",30.192241999999997,-97.924868,7800-8221 S SH 45 W EB,ARCHIVED,07/13/2021 08:45:02 PM +0000
F6E819C225DF71AB802AEC8E13027218F2D12E47_1645655470,02/23/2022 10:31:10 PM +0000,Crash Service,"(30.306468,-97.680057)",30.306468,-97.68005699999999,5900 Manor Rd,ARCHIVED,02/23/2022 10:45:03 PM +0000
D69729E9779952A73E8EF1E71858B08A92A0FA8B_1532911822,07/30/2018 12:50:22 AM +0000,Traffic Hazard,"(30.220105,-97.758782)",30.220105,-97.758782,500 E BEN WHITE BLVD EB,ARCHIVED,07/30/2018 01:00:02 AM +0000
929CFE39DF4C8AABB4E52D30BC5FF110D2352A51_1508540234000,10/20/2017 10:57:00 PM +0000,Traffic Impediment,"(30.417461,-97.696087)",30.417461,-97.696087,2105 Brandywine Ln,ARCHIVED,05/18/2018 01:00:00 AM +0000
3738F2650C3885BEE794953D56A1E91A5516F93F_1541555827,11/07/2018 01:57:07 AM +0000,Traffic Hazard,"(30.149811,-97.79305)",30.149811,-97.79305,10300-10358 S Ih 35 Svrd Sb,ARCHIVED,11/07/2018 02:55:03 AM +0000
D9D1492C96AD97F85C42C0A1B99E8CD57E8DCE2E_1608052840,12/15/2020 05:20:40 PM +0000,Crash Urgent,"(30.225913,-97.762265)",30.225913000000002,-97.762265,3801 S CONGRESS AVE,ARCHIVED,12/15/2020 05:55:02 PM +0000
C84C7C86AC0619B3CD69A0F9D185EB5D6030D751_1555416720,04/16/2019 12:12:00 PM +0000,Traffic Hazard,"(30.372193,-97.715456)",30.372193,-97.715456,9329 Northgate Blvd,ARCHIVED,04/16/2019 12:50:03 PM +0000
FD85A4EE56F46CD4D324CE6951E61570FEB53012_1554479418,04/05/2019 03:50:18 PM +0000,Traffic Hazard,"(30.456809,-97.791765)",30.456809000000003,-97.791765,13679-13719 N Us 183 Hwy Svrd Nb,ARCHIVED,04/05/2019 04:40:04 PM +0000
8F851B7763C31844EA6A443A3FE35DE3EA3D4F10_1535398154,08/27/2018 07:29:14 PM +0000,COLLISION,"(30.26892,-97.623823)",30.26892,-97.623823,5101 N Imperial Dr,ARCHIVED,08/27/2018 08:00:03 PM +0000
9276E73EF371CBEBBAD44D0C167BACE9E6CCEBEE_1601468202,09/30/2020 12:16:42 PM +0000,TRFC HAZD/ DEBRIS,"(30.385771,-98.086101)",30.385771000000002,-98.086101,S Pace Bend Rd & W Sh 71,ARCHIVED,09/30/2020 12:50:04 PM +0000
32CD5F92D225342365350DBEDA71351C2041CD49_1567694260,09/05/2019 02:37:40 PM +0000,Traffic Hazard,"(30.197453,-97.748159)",30.197453000000003,-97.748159,5200-5209 Palo Blanco Ln,ARCHIVED,09/05/2019 03:15:04 PM +0000
C54222A1F817B742F6FA1D156F5B4CCC3D93D0B4_1583685358,03/08/2020 04:35:58 PM +0000,COLLISION,"(30.443276,-97.563149)",30.443276,-97.563149,16201 Marcello Dr,ARCHIVED,03/08/2020 06:15:04 PM +0000
7263D678ABAE47B211A7DE6693C9DF3CA96D228C_1531975553,07/19/2018 04:45:53 AM +0000,Crash Urgent,"(30.307503,-97.711934)",30.307503000000004,-97.711934,1000-1099 E 49th St,ARCHIVED,07/19/2018 06:45:01 AM +0000
B615FDDF029F3E87E4D1F314A489DDCA0CBF50DE_1521216698000,03/16/2018 04:11:00 PM +0000,Crash Service,"(30.234503,-97.764622)",30.234503000000004,-97.764622,600-619 Peacock Ln,ARCHIVED,03/16/2018 10:30:00 PM +0000
3C457CE18C2E37A4437E0201076AD638367EF0EA_1571427287,10/18/2019 07:34:47 PM +0000,Crash Urgent,"(30.204945,-97.774792)",30.204945000000002,-97.774792,E Stassney Ln & S Congress Ave,ARCHIVED,10/18/2019 08:25:04 PM +0000
C596B472D998807C03D15753DE406A3204B2FF9C_1549459424,02/06/2019 01:23:44 PM +0000,Crash Urgent,"(30.434076,-97.770132)",30.434076,-97.77013199999999,12788-12798 N Us 183 Hwy Svrd Sb,ARCHIVED,02/06/2019 03:55:03 PM +0000
A7D42994083C2352E0EEC3EC00AA9B3B3DB00CA6_1627480685,07/28/2021 01:58:05 PM +0000,Traffic Hazard,"(30.208581,-97.804844)",30.208581,-97.80484399999999,Berkeley Ave & Menchaca Rd,ARCHIVED,07/28/2021 02:10:03 PM +0000
DFF17A997C0881052E744E1A816ECDE7332018A3_1625425087,07/04/2021 06:58:07 PM +0000,Traffic Hazard,"(30.25385,-97.808705)",30.25385,-97.808705,2900-2901 S Capital Of Texas Hwy Nb,ARCHIVED,07/04/2021 09:45:03 PM +0000
EF9CB1ABFDB1D45BB08BD2742F179591C8266187_1630183373,08/28/2021 08:42:53 PM +0000,Crash Urgent,"(30.361082,-97.602815)",30.361082,-97.602815,6901-7125 E PARMER LN,ARCHIVED,08/28/2021 09:10:02 PM +0000
7581F9F7CB4E2C129CF3994BE96F620FCA5EB4C0_1563241405,07/16/2019 01:43:25 AM +0000,Traffic Hazard,"(30.450379,-97.698173)",30.450378999999998,-97.698173,14100-14533 Mc Neil Merrilltown Rd,ARCHIVED,07/16/2019 02:15:05 AM +0000
DD84F0EE24CFD17BA4AC744AFAD8DE1687C2A400_1529934938,06/25/2018 01:55:38 PM +0000,Traffic Hazard,"(30.281847,-97.666534)",30.281846999999996,-97.666534,4600-5222 Ed Bluestein Blvd Sb,ARCHIVED,06/25/2018 05:35:03 PM +0000
8D507A70979AEFB79DB859B2D8CDEA86C19EE151_1532087248,07/20/2018 11:47:28 AM +0000,Crash Urgent,"(30.196215,-97.644548)",30.196215000000002,-97.644548,3700 S FM 973 RD,ARCHIVED,07/20/2018 01:10:02 PM +0000
937E42740E2AF2C49128A1E6DFA59A3EFC9149CE_1556712621,05/01/2019 12:10:21 PM +0000,Traffic Hazard,"(30.372193,-97.715456)",30.372193,-97.715456,9329 Northgate Blvd,ARCHIVED,05/01/2019 12:45:04 PM +0000
CAB1712687E44189836447CABE02AFAE8B75EE57_1640290278,12/23/2021 08:11:18 PM +0000,TRFC HAZD/ DEBRIS,"(30.425223,-97.67321)",30.425223,-97.67321,W Howard Ln & Maye Pl,ARCHIVED,12/23/2021 08:40:03 PM +0000
E2FE2412EE50468A9D4867976FF86FD792AE55EE_1511561620000,11/24/2017 10:13:00 PM +0000,COLLISION,"(30.340902,-97.556681)",30.340902000000003,-97.55668100000001,E Parsons St & S Burnet St,ARCHIVED,11/24/2017 10:50:00 PM +0000
77DA394B0E2560ECA0E20487E7441C5BFB5770BC_1536610435,09/10/2018 08:13:55 PM +0000,LOOSE LIVESTOCK,"(30.176692,-97.532414)",30.176692,-97.532414,233 Old Bastrop Rd,ARCHIVED,09/10/2018 09:10:05 PM +0000
DE81D9D9C77A733524FAB8BCC691F1EBD5A69F6E_1586477095,04/10/2020 12:04:55 AM +0000,Traffic Hazard,"(30.217542,-97.751575)",30.217541999999998,-97.751575,0 S Ih 35 Sb To Ben White Ramp,ARCHIVED,04/10/2020 01:25:04 AM +0000
58907516874AA70188525B2518FAF0E285FD821A_1527873562000,06/01/2018 05:19:00 PM +0000,Traffic Impediment,"(30.254883,-97.768263)",30.254883000000003,-97.768263,1700-1708 Ashby Ave,ARCHIVED,06/01/2018 05:50:00 PM +0000
2E535D26C2AFB570ECCC98EB68713EBA4358CA6E_1576558042,12/17/2019 04:47:22 AM +0000,zSTALLED VEHICLE,"(30.256036,-97.701673)",30.256035999999998,-97.701673,700 Springdale Rd,ARCHIVED,12/17/2019 05:10:04 AM +0000
1C2C7B023F9A24ABAD4830FCED57BA9CD67C25BF_1608737415,12/23/2020 03:30:15 PM +0000,TRFC HAZD/ DEBRIS,"(30.158689,-97.60099)",30.158689000000003,-97.60099,14600-blk PEARCE LN,ARCHIVED,12/23/2020 03:45:03 PM +0000
5AFB66D46A7F6FBC33EC1F7241E719290BAEF02C_1544745711,12/14/2018 12:01:51 AM +0000,COLLISION,"(30.457632,-97.666692)",30.457632,-97.666692,16000 N Ih 35 Nb,ARCHIVED,12/14/2018 12:45:04 AM +0000
86C13B98063F4A1489084FA4188FADDEAAD2162B_1567091796,08/29/2019 03:16:36 PM +0000,Traffic Hazard,"(30.23678,-97.840249)",30.23678,-97.840249,5500 W Us 290 Hwy Wb,ARCHIVED,08/29/2019 04:40:04 PM +0000
271A92C8C03D12989A64D4E36F56EA59DB86ADAC_1513178958000,12/13/2017 03:29:00 PM +0000,COLLISION,"(30.35748,-97.547492)",30.35748,-97.547492,Shadowglen Blvd & Shadowglen Trce,ARCHIVED,12/13/2017 03:55:00 PM +0000
1D3309AE08FFC29BCA69577541E57D3D5AB66341_1609247854,12/29/2020 01:17:34 PM +0000,Crash Urgent,"(30.227577,-97.698521)",30.227577,-97.698521,Santos St & Vargas Rd,ARCHIVED,12/29/2020 03:15:03 PM +0000
056C6297A013D577FC9E3B677EF8389323981269_1586718446,04/12/2020 07:07:26 PM +0000,Crash Urgent,"(30.401211,-97.655754)",30.401211,-97.655754,800-946 E Parmer Ln,ARCHIVED,04/12/2020 07:15:05 PM +0000
EE8ABC188469DF780D869B862FDE433A2327678E_1564533759,07/31/2019 12:42:39 AM +0000,Traffic Hazard,"(30.38062,-97.715934)",30.38062,-97.71593399999999,Metric Blvd & Rutland Dr,ARCHIVED,07/31/2019 01:25:04 AM +0000
4CCE220495B298C3BCF19B23EBF3FA9A95FC3F8D_1515501123000,01/09/2018 12:32:00 PM +0000,COLLISN/ LVNG SCN,"(30.260023,-97.616577)",30.260022999999997,-97.616577,11002 Fm 969 Rd,ARCHIVED,01/09/2018 06:45:00 PM +0000
08035191DD04AF9D68F7F8A779CAE1181F1937A1_1618069552,04/10/2021 03:45:52 PM +0000,Traffic Hazard,"(30.310098,-97.769697)",30.310097999999996,-97.769697,3004 Scenic Dr,ARCHIVED,04/10/2021 04:10:02 PM +0000
C1401C9A808E0D25CD8AFA853C36032FFACA83CB_1530056680,06/26/2018 11:44:40 PM +0000,Traffic Hazard,"(30.272317,-97.762836)",30.272316999999997,-97.762836,1408-1511 W 3RD ST,ARCHIVED,06/27/2018 12:15:03 AM +0000
AC711C0E8B83BE520E19D176CE432689B1E309DA_1507899960000,10/13/2017 01:06:00 PM +0000,Crash Urgent,"(30.330871,-97.731593)",30.330871000000002,-97.731593,1400 W Koenig Ln,ARCHIVED,05/18/2018 01:00:00 AM +0000
02F84308FAB673D8332E1AB780A8ADE20987E925_1546637009,01/04/2019 09:23:29 PM +0000,Crash Urgent,"(30.22338,-97.841701)",30.22338,-97.841701,Brush Country Rd & W William Cannon Dr,ARCHIVED,01/05/2019 01:15:04 AM +0000
2ACFC192F7F74E84214FF5DDCBCE2BDAAA73C3A0_1511778857000,11/27/2017 10:34:00 AM +0000,Traffic Hazard,"(30.226747,-97.769443)",30.226746999999996,-97.76944300000001,600-1024 W BEN WHITE BLVD WB,ARCHIVED,11/27/2017 11:05:00 AM +0000
BD5A91B49DF8F06C5052FA7EC82CEB6B2DAF5D07_1647153969,03/13/2022 06:46:09 AM +0000,Traffic Hazard,"(30.231497,-97.735976)",30.231496999999997,-97.73597600000001,2313 Burleson Rd,ARCHIVED,03/13/2022 07:20:05 AM +0000
E1E2113D3105A4AB5E0052F7803AFC0D1079B55C_1653467517,05/25/2022 08:31:57 AM +0000,TRFC HAZD/ DEBRIS,"(30.352102,-97.5916)",30.352102000000002,-97.5916,E Parmer Ln & N Sh 130 Svrd Nb,ARCHIVED,05/25/2022 08:50:04 AM +0000
