Traffic Report ID,Published Date,Issue Reported,Location,Latitude,Longitude,Address,Status,Status Date
99E8211A93F176BB670C12FB301CEBB68B0F01FA_1548437681,01/25/2019 05:34:41 PM +0000,Crash Service,"(30.298992,-97.690608)",30.298992,-97.690608,5010 Old Manor Rd,ARCHIVED,01/25/2019 05:55:03 PM +0000
45C800A971308142CF8A4D13C844F04A91099693_1564765691,08/02/2019 05:08:11 PM +0000,zSTALLED VEHICLE,"(30.326066,-97.692308)",30.326065999999997,-97.692308,E St Johns Ave & Cameron Rd,ARCHIVED,08/02/2019 06:05:04 PM +0000
D38D6B33E339A65214B43F52FC74BF2319B39101_1613146955,02/12/2021 04:22:35 PM +0000,Traffic Hazard,"(30.403557,-97.71037)",30.403557,-97.71037,2400-2515 Gracy Farms Ln,ARCHIVED,02/12/2021 05:45:03 PM +0000
E191806F057D4764D052354C3DC525868B91D707_1519997614000,03/02/2018 01:33:00 PM +0000,zSTALLED VEHICLE,"(30.408844,-97.714905)",30.408844000000002,-97.714905,12000 N Mopac Expy Sb,ARCHIVED,03/02/2018 10:05:00 PM +0000
B54681F4B90AF40D60F07266F34978535F8CA8C2_1615260441,03/09/2021 03:27:21 AM +0000,Traffic Hazard,"(30.303247,-97.660874)",30.303247,-97.66087399999999,6500-6600 Ed Bluestein Blvd Sb,ARCHIVED,03/09/2021 04:30:03 AM +0000
066B5BB7A384BED2EDCDC65D0BCAA57C1EE971D0_1562940345,07/12/2019 02:05:45 PM +0000,Crash Urgent,"(30.262152,-97.790516)",30.262152,-97.790516,1400 S Mopac Expy Nb,ARCHIVED,07/12/2019 03:05:04 PM +0000
40AB990FE3765C7FC587B00F93D9632B78FE7EE9_1571323123,10/17/2019 02:38:43 PM +0000,COLLISION,"(30.47981,-97.673224)",30.479809999999997,-97.673224,S Ih 35 Fr & Louis Henna Blvd,ARCHIVED,10/17/2019 03:00:05 PM +0000
9D65C4A27A601E62A599F3059159476CD76933A4_1549405487,02/05/2019 10:24:47 PM +0000,Crash Service,"(30.207094,-97.756624)",30.207094,-97.756624,4801 S Ih 35 Svrd Nb,ARCHIVED,02/05/2019 11:05:03 PM +0000
45C257736ACF037CAC1857199BB437F3712D4A0A_1555824809,04/21/2019 05:33:29 AM +0000,COLLISION WITH INJURY,"(30.174932,-97.713801)",30.174932000000002,-97.713801,7419 Dee Gabriel Collins Rd,ARCHIVED,04/21/2019 06:30:05 AM +0000
17B990DA5A70AC723A5540ECFCB935530A5F7849_1550944109,02/23/2019 05:48:29 PM +0000,Crash Urgent,"(30.385111,-97.743075)",30.385111,-97.743075,9400 Research Blvd Sb,ARCHIVED,02/23/2019 06:25:04 PM +0000
0A362CA04E5D1A1A33B972938C55AC2595D989F9_1534773986,08/20/2018 02:06:26 PM +0000,zSTALLED VEHICLE,"(30.418295,-97.700912)",30.418295,-97.700912,W Parmer Ln & Tomanet Trl,ARCHIVED,08/20/2018 02:25:03 PM +0000
B957056DD8AD16F1F46CA090727DF5828D933758_1576804092,12/20/2019 01:08:12 AM +0000,Crash Urgent,"(30.303266,-97.714225)",30.303265999999997,-97.714225,4500 N Ih 35 Nb,ARCHIVED,12/20/2019 01:40:03 AM +0000
9C664803E199AD40E55A2C29815BFF7C5C01BE58_1625965174,07/11/2021 12:59:34 AM +0000,TRFC HAZD/ DEBRIS,"(30.451226,-97.829357)",30.451226000000002,-97.829357,11200-11220 N Fm 620 Rd,ARCHIVED,07/11/2021 01:05:03 AM +0000
39736DCBAFB7FA0A7BA7EFD0167B660291181970_1617714900,04/06/2021 01:15:00 PM +0000,Traffic Hazard,"(30.32326,-97.669423)",30.323259999999998,-97.669423,7501-7625 Ed Bluestein Blvd Svrd Nb,ARCHIVED,04/06/2021 01:55:03 PM +0000
01EE94B8B3AC84ACBD3A5B852ED4B18846E304CD_1649683360,04/11/2022 01:22:40 PM +0000,Crash Service,"(30.307546,-97.712023)",30.307546000000002,-97.712023,1000-1099 E 49th St,ARCHIVED,04/11/2022 03:05:03 PM +0000
5B02EEDFCDE9C5448007197D8E9B42AF80204E9B_1508923610000,10/25/2017 09:26:00 AM +0000,COLLISION WITH INJURY,"(30.308717,-97.570304)",30.308716999999998,-97.57030400000001,9914-10024 N SH 130 SB,ARCHIVED,10/25/2017 10:10:00 AM +0000
DD4478F128D0B98D0B5E8AA21A2B463332341465_1634152548,10/13/2021 07:15:48 PM +0000,Crash Urgent,"(30.231055,-97.699568)",30.231054999999998,-97.699568,Montopolis Dr & Porter St,ARCHIVED,10/13/2021 07:30:02 PM +0000
871C239CCC397E937272817BA4B58F48AF0BC3BC_1647214036,03/13/2022 11:27:16 PM +0000,COLLISION WITH INJURY,"(30.148999,-97.871376)",30.148999,-97.871376,3401-3651 S SH 45 W EB,ARCHIVED,03/14/2022 12:20:04 AM +0000
2FB3FA6506ACB862618A311AD41A4BEC8D07CE0F_1540457991,10/25/2018 08:59:51 AM +0000,Traffic Hazard,"(30.321798,-97.705735)",30.321797999999998,-97.705735,N Ih 35 Svrd Nb To 290 Eb Ramp & E Us 290 Hwy Svrd Eb,ARCHIVED,10/25/2018 09:25:03 AM +0000
A5C7D200F6BA63039603B90217304A4F37392DBF_1521948173000,03/25/2018 03:22:00 AM +0000,Crash Service,"(30.165861,-97.787471)",30.165861,-97.787471,9108-9418 S Ih 35 Svrd Sb,ARCHIVED,03/25/2018 08:50:00 AM +0000
2342784388AF00A5306FE131A3E3F9AE91BCCC0F_1509887524000,11/05/2017 01:12:00 PM +0000,Traffic Impediment,"(30.271122,-97.735464)",30.271122,-97.73546400000001,1000-1019 Red River St,ARCHIVED,11/05/2017 02:45:00 PM +0000
772BABC351A932969C32AD4494B705528C486A7D_1574149719,11/19/2019 07:48:39 AM +0000,COLLISN/ LVNG SCN,"(30.45871,-97.666138)",30.458709999999996,-97.666138,16000-16029 N Ih 35 Svrd Nb,ARCHIVED,11/19/2019 08:10:05 AM +0000
518840ACEE770C7541A96E7202F3FF586F7B704D_1519562307000,02/25/2018 12:38:00 PM +0000,COLLISN/ LVNG SCN,"(30.296654,-97.832084)",30.296653999999997,-97.832084,6317 FM 2244 RD,ARCHIVED,02/25/2018 07:25:00 PM +0000
7D96C64FE787FD03B289AC6F792269648348FAB1_1552609315,03/15/2019 12:21:55 AM +0000,Traffic Hazard,"(30.270843,-97.734293)",30.270843,-97.73429300000001,701 E 11th St,ARCHIVED,03/15/2019 12:30:06 AM +0000
5546443CF7936F056C25DF636352D217C030756C_1636640918,11/11/2021 02:28:38 PM +0000,Traffic Hazard,"(30.271436,-97.773697)",30.271435999999998,-97.773697,300 S Mopac Expy Sb,ARCHIVED,11/11/2021 03:20:04 PM +0000
3FC863D5EBE3F2A780C3D0ACB17F37294D4FD0A2_1530135885,06/27/2018 09:44:45 PM +0000,Crash Service,"(30.31875,-97.712792)",30.31875,-97.71279200000001,5555 AIRPORT BLVD,ARCHIVED,06/27/2018 11:10:03 PM +0000
91D5E6728240DD7EDC866732C15A56A934CF0A97_1548452082,01/25/2019 09:34:42 PM +0000,Crash Urgent,"(30.40102,-97.727194)",30.401020000000003,-97.727194,3409 ESPERANZA XING,ARCHIVED,01/25/2019 11:10:03 PM +0000
8D4F80DF0D37819CDE3E3D2BB9982D111EBAC97C_1615678574,03/13/2021 11:36:14 PM +0000,Crash Urgent,"(30.405712,-97.739058)",30.405712,-97.739058,4404 Balcones Woods Dr,ARCHIVED,03/14/2021 12:55:02 AM +0000
29F4D7BD70C46FD3B021272CB02151499CC6FDA1_1599352465,09/06/2020 12:34:25 AM +0000,Crash Urgent,"(30.282884,-97.745926)",30.282884000000003,-97.745926,West Ave & W Martin Luther King Jr Blvd,ARCHIVED,09/06/2020 01:50:04 AM +0000
E4824648C5AB1DB9D060F3C7FF97B79FC6D2D049_1650221996,04/17/2022 06:59:56 PM +0000,LOOSE LIVESTOCK,"(30.229615,-97.498753)",30.229615000000003,-97.49875300000001,20134-20216 Fm 969 Rd,ARCHIVED,04/17/2022 07:30:03 PM +0000
BB90B951CC44027CFDFEF5D1148376CC9FA9D554_1523200912000,04/08/2018 03:21:00 PM +0000,COLLISION,"(30.349126,-97.546501)",30.349126000000002,-97.546501,E Us 290 Hwy Wb & Shadowglen Blvd,ARCHIVED,04/08/2018 03:55:00 PM +0000
23C48E1AA4867FD335AC3497FA1061DE28CC7819_1511018710000,11/18/2017 03:25:00 PM +0000,LOOSE LIVESTOCK,"(30.460091,-97.699797)",30.460091,-97.699797,4610-4615 SHORELINE DR,ARCHIVED,11/18/2017 03:35:00 PM +0000
A40EB3AF3502A5BE5C9E788B9AE7727BA221DBAF_1583555524,03/07/2020 04:32:04 AM +0000,zSTALLED VEHICLE,"(30.233755,-97.812873)",30.233755,-97.812873,W Us 290 Hwy Wb & West Gate To 290 Wb Ramp,ARCHIVED,03/07/2020 05:15:03 AM +0000
41048BC3417903D2A6B8E3FE2F13D267E25AE256_1523097211000,04/07/2018 10:33:00 AM +0000,Crash Service,"(30.261798,-97.738788)",30.261798,-97.738788,101 Red River St,ARCHIVED,04/07/2018 12:00:00 PM +0000
BB7E0878197E923C50408C8CCCEDB73E9630A7F8_1536279117,09/07/2018 12:11:57 AM +0000,Crash Urgent,"(30.393081,-97.74682)",30.393081,-97.74682,0 Great Hills To Researc Sb Ramp,ARCHIVED,09/07/2018 12:30:03 AM +0000
C348C1794DF04A0473A11234389E74A236833822_1620514039,05/08/2021 10:47:19 PM +0000,Crash Urgent,"(30.3725,-97.665833)",30.3725,-97.66583299999999,DESSAU RD & E BRAKER LN,ARCHIVED,05/08/2021 11:55:03 PM +0000
8000134409F9739525D1B91D308AB8444766F41F_1589050062,05/09/2020 06:47:42 PM +0000,Crash Service,"(30.285987,-97.682547)",30.285987,-97.682547,4311 Springdale Rd,ARCHIVED,05/09/2020 07:25:03 PM +0000
E6BA73DC9533E190C71BFC3877414870457F1533_1636757931,11/12/2021 10:58:51 PM +0000,Crash Urgent,"(30.377284,-97.658729)",30.377284000000003,-97.65872900000001,E Braker Ln & Dessau Rd,ARCHIVED,11/12/2021 11:55:02 PM +0000
3FC863D5EBE3F2A780C3D0ACB17F37294D4FD0A2_1542322135,11/15/2018 10:48:55 PM +0000,Crash Service,"(30.234978,-97.729683)",30.234978,-97.729683,1840 Burton Dr,ARCHIVED,11/15/2018 11:10:03 PM +0000
9D9859EF101E69D0B68952447676060A3591DC47_1554579405,04/06/2019 07:36:45 PM +0000,Traffic Hazard,"(30.36215,-97.740388)",30.36215,-97.740388,Great Northern Blvd & Shoal Creek Blvd,ARCHIVED,04/06/2019 09:35:04 PM +0000
9089AA42A842DF1F5285A26EB6B76987077D3326_1639729184,12/17/2021 08:19:44 AM +0000,Stalled Vehicle,"(30.222731,-97.747852)",30.222731,-97.74785200000001,3000-3500 S IH 35 SB,ARCHIVED,12/17/2021 08:40:03 AM +0000
E5CB99E93E3A3839E702691C45D6CC28FFCABF9E_1649036487,04/04/2022 01:41:27 AM +0000,Traffic Hazard,"(30.332223,-97.686621)",30.332223,-97.686621,Cameron Rd & E Anderson Ln Svrd Eb,ARCHIVED,04/04/2022 01:55:02 AM +0000
01B45189A34F284F41AB07AFBC3531D83C480D90_1644347271,02/08/2022 07:07:51 PM +0000,Crash Service,"(30.325285,-97.700702)",30.325284999999997,-97.700702,1044 Camino La Costa,ARCHIVED,02/08/2022 10:20:03 PM +0000
BE73E73B642ECB6C6EDB4A52875A8017F69DFE5E_1655743274,06/20/2022 04:41:14 PM +0000,Crash Urgent,"(30.319885,-97.712509)",30.319885,-97.712509,5661-5667 Airport Blvd,ARCHIVED,06/20/2022 05:20:03 PM +0000
9D8F196778994B24669EE783E53B619E1589B219,10/04/2017 07:28:00 AM +0000,Traffic Impediment,"(30.1821406,-97.8508208)",30.1821406,-97.8508208,10030-10037 BRODIE LN,ARCHIVED,05/18/2018 01:00:00 AM +0000
E5FDFECFC553986C951E0E21DBBFF37E5462F772_1540057072,10/20/2018 05:37:52 PM +0000,Crash Urgent,"(30.287794,-97.742373)",30.287794,-97.742373,2400-2499 San Antonio St,ARCHIVED,10/20/2018 07:50:03 PM +0000
941B11D1510AA9D549D5CBC8C521572BEBC8337A_1617586901,04/05/2021 01:41:41 AM +0000,FLEET ACC/ INJURY,"(30.29124,-97.627952)",30.291240000000002,-97.62795200000001,LOYOLA LN & DECKER LN,ARCHIVED,04/05/2021 01:50:04 AM +0000
E6CFA8E4A054B888D7A80898D1A7092AA631A302_1647742421,03/20/2022 02:13:41 AM +0000,Traffic Hazard,"(30.193723,-97.794256)",30.193723,-97.794256,Matthews Ln & Cooper Ln,ARCHIVED,03/20/2022 02:25:02 AM +0000
D2FCE7D4FAE7323EA1B94F177E0A41A42FE0DD09_1550195541,02/15/2019 01:52:21 AM +0000,Crash Urgent,"(30.287206,-97.727015)",30.287206,-97.72701500000001,923-927 E DEAN KEETON ST,ARCHIVED,02/15/2019 03:00:06 AM +0000
184509BE0D68CB4100A91BE110003C769D7F6EA1_1547255959,01/12/2019 01:19:19 AM +0000,zSTALLED VEHICLE,"(30.230896,-97.742748)",30.230896,-97.74274799999999,2600 S Ih 35 Nb,ARCHIVED,01/12/2019 02:35:04 AM +0000
3CD969896E49A6D3326ACF33F0C2D8CC38B0D06A_1532474264,07/24/2018 11:17:44 PM +0000,Crash Urgent,"(30.220691,-97.835541)",30.220691,-97.835541,6400-6625 S Mopac Expy Svrd Nb,ARCHIVED,07/25/2018 12:00:02 AM +0000
58000B8F5D8C8A9B2B84E54E46AC9DED05558F84_1527723296000,05/30/2018 11:34:00 PM +0000,Crash Service,"(30.194048,-97.884829)",30.194048,-97.88482900000001,10200-10324 Escarpment Blvd,ARCHIVED,05/31/2018 01:55:00 AM +0000
C0F00C7E9572EB3F65756C0D2214D3E6192A8F83_1550795609,02/22/2019 12:33:29 AM +0000,zSTALLED VEHICLE,"(30.267119,-97.743171)",30.267119,-97.74317099999999,E 5th St & Congress Ave,ARCHIVED,02/22/2019 12:50:04 AM +0000
DFF17A997C0881052E744E1A816ECDE7332018A3_1612312624,02/03/2021 12:37:04 AM +0000,Stalled Vehicle,"(30.343945,-97.800542)",30.343945,-97.80054200000001,4600 N Capital Of Texas Hwy Nb,ARCHIVED,02/03/2021 12:45:03 AM +0000
2ACF710CD7116949468BE24A27696D4DF1852B17_1653066355,05/20/2022 05:05:55 PM +0000,Traffic Hazard,"(30.274874,-97.732133)",30.274874,-97.73213299999999,700 E 15TH ST,ARCHIVED,05/20/2022 05:25:03 PM +0000
FB35F43321FE5442C0B0FA21555042771B5BFBDF_1566491314,08/22/2019 04:28:34 PM +0000,Crash Urgent,"(30.370658,-97.701938)",30.370658000000002,-97.701938,Quail Blvd & Mearns Meadow Blvd,ARCHIVED,08/22/2019 06:25:03 PM +0000
BBFBF362460D2B5A1573BC939A7419DF3FFF1A54_1555340523,04/15/2019 03:02:03 PM +0000,Traffic Hazard,"(30.23359,-97.740413)",30.233590000000003,-97.740413,1600-1723 E Oltorf St,ARCHIVED,04/15/2019 03:10:04 PM +0000
3C7BF807F29CFE10E5CF0897570DED86D1E0A174_1536283779,09/07/2018 01:29:39 AM +0000,Crash Service,"(30.225403,-97.694782)",30.225403000000004,-97.69478199999999,1506 Frontier Valley Dr,ARCHIVED,09/07/2018 02:45:02 AM +0000
1CCACEA16652F70DA4BFC9232EE20176FE1DC596_1535051496,08/23/2018 07:11:36 PM +0000,Traffic Hazard,"(30.322511,-97.706884)",30.322511,-97.706884,6100 N IH 35 SB,ARCHIVED,08/23/2018 07:30:03 PM +0000
07599DFEB405554B03E43A8096F0B42F7ED392B4_1541791331,11/09/2018 07:22:11 PM +0000,Crash Urgent,"(30.388269,-97.760393)",30.388269,-97.76039300000001,8400-8908 N CAPITAL OF TEXAS HWY SB,ARCHIVED,11/09/2018 09:00:04 PM +0000
8554FE9EE0ED24D97CC3B500A33D4320C0FCD5A3_1606610381,11/29/2020 12:39:41 AM +0000,Crash Urgent,"(30.347714,-97.712496)",30.347714,-97.712496,8000-8078 N Lamar Blvd Sb,ARCHIVED,11/29/2020 01:45:03 AM +0000
813298B7BB778999A37F02076A5C54131CFFF6B5_1531183630,07/10/2018 12:47:10 AM +0000,COLLISN/ LVNG SCN,"(30.389787,-97.882561)",30.389787,-97.882561,5145 N FM 620 RD,ARCHIVED,07/10/2018 01:40:03 AM +0000
898D99D62E92C4485FFF43391CEC7C59E4FE7D12_1525884517000,05/09/2018 04:48:00 PM +0000,Crash Service,"(30.266918,-97.735027)",30.266918,-97.735027,717 E 7TH ST,ARCHIVED,05/09/2018 05:10:00 PM +0000
3D4BCE24D3E7869A1459FD4CD1BFE131F5AD2A81_1562353188,07/05/2019 06:59:48 PM +0000,Crash Urgent,"(30.323914,-97.693628)",30.323914000000002,-97.693628,Cameron Rd & Camino La Costa,ARCHIVED,07/05/2019 09:00:06 PM +0000
480619EF8900E4598B0C8148FFE0192C0B284F2D_1562553306,07/08/2019 02:35:06 AM +0000,Traffic Hazard,"(30.252988,-97.712781)",30.252988000000002,-97.712781,E Cesar Chavez St & N Pleasant Valley Rd,ARCHIVED,07/08/2019 03:00:07 AM +0000
6DBB169C06C09B479392E3A636171E8714B46023_1523707852000,04/14/2018 12:10:00 PM +0000,Traffic Impediment,"(30.37889,-97.676679)",30.378890000000002,-97.67667900000001,11406 Pollyanna Ave,ARCHIVED,04/14/2018 02:00:00 PM +0000
9A940E65552CCE8C972F60374791FC00AA478B2C_1654049822,06/01/2022 02:17:02 AM +0000,COLLISION,"(30.349493,-97.529991)",30.349493,-97.52999100000001,12100-12520 E Us 290 Hwy Wb,ARCHIVED,06/01/2022 02:45:03 AM +0000
87A04910C0404A196765C0E47D37DE16F64886BA_1573801802,11/15/2019 07:10:02 AM +0000,Traffic Hazard,"(30.306868,-97.705138)",30.306867999999998,-97.705138,1300-1425 E 51st St,ARCHIVED,11/15/2019 07:45:04 AM +0000
9A940E65552CCE8C972F60374791FC00AA478B2C_1629916908,08/25/2021 06:41:48 PM +0000,Crash Service,"(30.204532,-97.641842)",30.204532,-97.64184200000001,3131 E Sh 71 Svrd Wb,ARCHIVED,08/25/2021 11:20:03 PM +0000
6D8A27CA5BFA24239578274B06EF6D13846E2973_1639049232,12/09/2021 11:27:12 AM +0000,Crash Urgent,"(30.284996,-97.743959)",30.284996000000003,-97.743959,2100-2121 Nueces St,ARCHIVED,12/09/2021 12:55:03 PM +0000
40B4EFAAA821A3B5B1282B8C60E1B82C3B05BAAE_1582753597,02/26/2020 09:46:37 PM +0000,Crash Urgent,"(30.394192,-97.749767)",30.394191999999997,-97.749767,Jollyville Rd & Great Hills Trl,ARCHIVED,02/27/2020 12:00:07 AM +0000
80658C64F144849DE7740BF64D7CA5A88EF951B6_1516381069000,01/19/2018 04:57:00 PM +0000,Traffic Impediment,"(30.19809,-97.734854)",30.198090000000004,-97.734854,4710 Cypress Bnd,ARCHIVED,01/19/2018 11:45:00 PM +0000
9089AA42A842DF1F5285A26EB6B76987077D3326_1550657646,02/20/2019 10:14:06 AM +0000,zSTALLED VEHICLE,"(30.192728,-97.777565)",30.192728000000002,-97.777565,Circle S Rd & E William Cannon Dr,ARCHIVED,02/20/2019 10:35:04 AM +0000
B369414C7CF027CAD9F6D8D9681B1B123DB8477F_1570904794,10/12/2019 06:26:34 PM +0000,Traffic Hazard,"(30.348639,-97.712662)",30.348639000000002,-97.712662,7851-7859 Research Blvd Svrd Nb,ARCHIVED,10/12/2019 07:00:07 PM +0000
9D634E9D726305D5B9A7D2E527F6C49DD3603F4F_1639080006,12/09/2021 08:00:06 PM +0000,Crash Urgent,"(30.37954,-97.687684)",30.379540000000002,-97.68768399999999,N Lamar Blvd & Kramer Ln,ARCHIVED,12/09/2021 08:45:03 PM +0000
899A19B6BEC5CDDC50179F183BA138B628CF94B3_1509465081000,10/31/2017 03:51:00 PM +0000,Traffic Hazard,"(30.234061,-97.864779)",30.234060999999997,-97.864779,W Us 290 Hwy & W William Cannon Dr,ARCHIVED,10/31/2017 04:10:00 PM +0000
7353E3051F54AAD2559A3C0AF3FD6B7476032D34_1578014288,01/03/2020 01:18:08 AM +0000,COLLISION,"(30.349212,-97.535556)",30.349211999999998,-97.535556,12200-blk E US 290 HWY EB,ARCHIVED,01/03/2020 01:35:05 AM +0000
C94C3FF3186FA0560180BA638775323FC4895576_1600722958,09/21/2020 09:15:58 PM +0000,COLLISION WITH INJURY,"(30.44076,-97.669207)",30.440759999999997,-97.669207,14800-14814 N IH 35 SVRD SB,ARCHIVED,09/21/2020 09:40:05 PM +0000
898D99D62E92C4485FFF43391CEC7C59E4FE7D12_1595723305,07/26/2020 12:28:25 AM +0000,Traffic Hazard,"(30.400357,-97.745498)",30.400357,-97.745498,W Braker Ln & Research Blvd Svrd Nb,ARCHIVED,07/26/2020 12:40:03 AM +0000
E7D24D494117446B0556377ACF5F693114048919_1563983554,07/24/2019 03:52:34 PM +0000,zSTALLED VEHICLE,"(30.302583,-97.66085)",30.302583000000002,-97.66085,Ed Bluestein Blvd Nb & Loyola Ln,ARCHIVED,07/24/2019 04:00:07 PM +0000
99DBAF29F2C835CC4DFB0FC794B4B9ABDC8E2A66_1615014849,03/06/2021 07:14:09 AM +0000,Stalled Vehicle,"(30.203089,-97.759836)",30.203089000000002,-97.75983599999999,0 S Ih 35 Nb To Teri Rd Ramp,ARCHIVED,03/06/2021 07:30:03 AM +0000
2CB5C7948AF5BE8AF307030523EEFD7CDB00E8CB_1531591298,07/14/2018 06:01:38 PM +0000,Crash Service,"(30.381932,-97.686374)",30.381932,-97.686374,N Lamar Blvd & W Braker Ln,ARCHIVED,07/14/2018 07:55:02 PM +0000
18C103DF09F1053DC5221AA29DC2D0FE8B19ED6D_1557339873,05/08/2019 06:24:33 PM +0000,Crash Urgent,"(30.282769,-97.65318)",30.282769000000002,-97.65318,7000 FM 969 RD,ARCHIVED,05/08/2019 08:55:17 PM +0000
13FEA2C0BAFEBF99CA1AF9FE5E0A15297040CDCE_1536338810,09/07/2018 04:46:50 PM +0000,Crash Urgent,"(30.474717,-97.777409)",30.474717,-97.77740899999999,0 N Sh 45 W Wb,ARCHIVED,09/07/2018 05:00:04 PM +0000
01B45189A34F284F41AB07AFBC3531D83C480D90_1554938860,04/10/2019 11:27:40 PM +0000,TRFC HAZD/ DEBRIS,"(30.33265,-97.562112)",30.33265,-97.562112,Bastrop St & Murchison St,ARCHIVED,04/10/2019 11:40:04 PM +0000
FE88F21C480D20CF1A1D401A17250DC385A707F9_1590681255,05/28/2020 03:54:15 PM +0000,Crash Urgent,"(30.469125,-97.793296)",30.469125,-97.793296,13201 N Fm 620 Rd Nb,ARCHIVED,05/28/2020 05:15:04 PM +0000
DB45CA749FC6FA5B75100CC6FA6BE03DE4B34A48_1508167397000,10/16/2017 03:23:00 PM +0000,COLLISION WITH INJURY,"(30.455226,-97.679174)",30.455226,-97.679174,Bratton Ln & Sauls Dr,ARCHIVED,05/18/2018 01:00:00 AM +0000
D57E26B7373EC13D398C5F457CE8783839950FE0_1558284517,05/19/2019 04:48:37 PM +0000,Traffic Hazard,"(30.275475,-97.843845)",30.275475,-97.843845,2500 Lost Creek Blvd,ARCHIVED,05/19/2019 05:15:04 PM +0000
CC9F33DE11D62A820F76B1B9775A9E9DBDBCDF76_1655278152,06/15/2022 07:29:12 AM +0000,Crash Urgent,"(30.43059,-97.700272)",30.430590000000002,-97.700272,2500-3134 SCOFIELD RIDGE PKWY,ARCHIVED,06/15/2022 07:45:03 AM +0000
2D15BE2D3F998B6DC732173F51D7223AC95773B4_1541174081,11/02/2018 03:54:41 PM +0000,LOOSE LIVESTOCK,"(30.320117,-97.541614)",30.320117,-97.541614,11800-blk Barker Hills Dr,ARCHIVED,11/02/2018 04:15:03 PM +0000
F6E819C225DF71AB802AEC8E13027218F2D12E47_1531246450,07/10/2018 06:14:10 PM +0000,Traffic Hazard,"(30.40669,-97.721949)",30.40669,-97.721949,11603-11937 N Mopac Expy Nb,ARCHIVED,07/10/2018 07:10:02 PM +0000
